,playername,gamesPlayed,gamesStarted,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,passedBall,catcherERA,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun
674681,Michael Plassmeyer,2,0,1,0,0,1,1.000,0.50,1.29,7.1,2,1,0,0,7,5,3,2,0,1,7,1,0,9,0,.321,28,.345,.500,.845,0,0,.---,2,99,3.68,7.1,0,1,0,0,0,0,3,1.36,29,22,2,0,0,67,.680,0,0,0,0,14,1.40,.000,13.50,0,7.00,8.59,1.23,11.05,3.68,1.23,3,0,0,0,0,,,,,,,
592206,Nick Castellanos,12,12,0,0,0,0,.000,0.00,-.--,0.0,12,0,0,0,124,134,56,27,0,13,130,29,0,138,3,.263,524,.305,.389,.694,1,7,.875,15,2066,,,,,,,,,,,,,,,,,,,,,,204,0.93,,,,,,,,,,,,0,0,2,,,558,62,209,.326,40.31
665155,Nick Maton,2,0,2,16,0,18,1.000,1.80,2.57,63.2,10,0,0,0,2,2,3,1,0,0,0,0,0,4,0,.500,8,.500,.625,1.125,0,0,.---,0,25,20.25,1.1,0,0,0,0,0,0,3,3.00,8,4,2,0,0,18,.720,0,0,0,0,5,1.00,.---,18.75,2,-.--,0.00,0.00,27.00,20.25,0.00,0,0,0,0,0,,,85,17,36,.325,14.40
656793,Nick Nelson,47,2,5,3,1,9,.889,0.17,1.06,68.2,47,0,0,1,50,81,38,17,2,1,69,36,0,66,4,.257,257,.346,.350,.696,2,4,.667,3,1204,4.85,68.2,3,2,1,1,3,0,37,1.49,306,206,47,0,0,727,.600,4,0,13,0,90,0.62,.600,17.53,10,1.92,9.04,4.72,8.65,4.98,0.13,23,6,0,0,9,,,,,,,
592789,Noah Syndergaard,10,9,6,4,1,11,.909,1.00,1.67,54.2,10,1,0,1,60,64,26,8,5,5,31,9,0,63,0,.290,217,.319,.442,.761,2,5,.714,7,784,4.12,54.2,5,2,0,0,0,0,25,1.32,227,164,10,1,0,527,.670,0,0,1,1,96,0.94,.714,14.34,0,3.44,5.10,1.48,10.37,4.28,0.82,0,0,0,1,0,,,,,,,
624133,Ranger Suarez,29,29,31,13,0,44,1.000,1.52,2.55,155.1,29,0,0,0,211,113,74,39,2,15,129,58,0,149,2,.249,598,.317,.396,.713,2,0,.000,15,2564,3.65,155.1,10,7,0,0,0,0,63,1.33,662,466,29,0,0,1596,.620,2,2,4,0,237,1.87,.588,16.51,0,2.22,7.47,3.36,8.63,4.29,0.87,0,0,0,2,2,,,,,,,
656555,Rhys Hoskins,4,4,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,120,159,81,33,2,30,169,72,0,145,6,.246,589,.332,.462,.794,1,2,.667,12,2897,,,,,,,,,,,,,,,,,,,,,,272,0.75,,,,,,,,,,,,1,0,4,,,672,79,215,.292,19.63
622554,Seranthony Dominguez,54,0,0,5,0,5,1.000,0.09,0.88,51.0,54,0,0,0,45,42,18,9,0,4,61,22,1,36,1,.197,183,.285,.311,.596,1,3,.750,5,823,3.00,51.0,6,5,9,11,15,2,17,1.14,207,153,54,0,0,510,.620,1,0,3,0,57,1.07,.545,16.14,16,2.77,10.76,3.88,6.35,3.18,0.71,20,7,0,0,1,,,,,,,
621107,Zach Eflin,20,13,13,3,0,16,1.000,0.80,1.92,75.2,20,1,0,0,81,77,38,16,2,8,65,15,1,70,5,.241,290,.288,.393,.681,0,2,1.000,4,1194,4.04,75.2,3,5,1,1,2,0,34,1.12,313,227,20,0,0,781,.650,5,0,0,0,114,1.05,.375,15.78,2,4.33,7.73,1.78,8.33,4.52,0.95,0,0,0,0,3,,,,,,,
554430,Zack Wheeler,26,26,11,11,0,22,1.000,0.85,1.29,153.0,26,1,0,0,146,132,52,23,6,13,163,34,1,125,7,.221,565,.273,.352,.625,4,5,.556,10,2358,2.82,153.0,12,7,0,0,0,0,48,1.04,607,459,26,0,0,1573,.670,7,1,1,1,199,1.11,.632,15.41,0,4.79,9.59,2.00,7.35,3.06,0.76,0,0,0,0,1,,,,,,,
676265,,16,9,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,,,,,,,
677053,Andrew Nardi,13,0,0,0,0,0,.000,0.00,0.00,14.2,13,0,0,0,5,15,17,7,0,5,24,14,0,25,0,.362,69,.470,.681,1.151,0,0,.---,0,374,9.82,14.2,1,1,0,0,1,0,16,2.66,83,44,13,0,0,239,.640,0,0,1,0,47,0.33,.500,25.50,5,1.71,14.73,8.59,15.34,10.43,3.07,5,5,0,0,0,,,0,0,0,.---,-.--
541645,Avisail Garcia,11,11,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,105,65,31,9,0,8,109,17,0,80,4,.224,357,.266,.317,.583,0,4,1.000,12,1367,,,,,,,,,,,,,,,,,,,,,,113,1.62,,,,,,,,,,,,0,0,2,,,380,35,161,.298,44.62
666129,Braxton Garrett,17,17,11,6,1,18,.944,1.00,1.74,88.0,17,1,0,1,91,72,38,17,3,9,90,24,1,86,10,.254,338,.323,.402,.725,3,10,.769,9,1436,3.58,88.0,3,7,0,0,0,0,35,1.25,373,264,17,0,0,965,.670,10,0,2,0,136,1.26,.300,16.32,0,3.75,9.20,2.45,8.80,3.89,0.92,0,0,0,1,0,,,,,,,
605119,Brian Anderson,9,9,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,97,66,43,16,1,8,101,37,2,75,7,.222,338,.311,.346,.657,0,1,1.000,7,1543,,,,,,,,,,,,,,,,,,,,,,117,1.47,,,,,,,,,,,,0,0,1,,,383,28,143,.291,42.25
650559,La Cruz,6,2,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,84,76,38,20,0,13,90,19,0,83,2,.252,329,.294,.432,.726,0,4,1.000,8,1387,,,,,,,,,,,,,,,,,,,,,,142,1.11,,,,,,,,,,,,1,0,4,,,355,43,145,.304,25.31
663773,Bryan Hoeing,8,1,3,1,0,4,1.000,0.50,3.00,12.2,8,0,0,0,23,8,17,3,1,5,6,5,0,19,0,.352,54,.400,.722,1.122,0,1,1.000,1,267,12.08,12.2,1,1,0,0,0,0,17,1.89,61,38,8,0,0,166,.620,0,0,1,0,39,2.88,.500,21.08,0,1.20,4.26,3.55,13.50,12.08,3.55,1,1,0,1,1,,,,,,,
641779,Charles Leblanc,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,26,36,18,10,0,4,53,12,0,41,1,.263,156,.320,.404,.724,2,4,.667,0,699,,,,,,,,,,,,,,,,,,,,,,63,0.72,,,,,,,,,,,,0,0,0,,,169,11,59,.374,39.00
571670,Dylan Floro,56,0,4,0,0,4,1.000,0.07,0.68,53.2,56,0,0,0,58,51,23,7,1,4,48,15,3,48,0,.235,204,.286,.338,.624,0,1,1.000,7,863,3.02,53.2,1,3,10,14,6,4,18,1.17,220,161,56,0,0,583,.680,0,0,1,0,69,1.14,.250,16.08,23,3.20,8.05,2.52,8.05,3.86,0.67,12,4,0,0,1,,,0,0,0,.---,-.--
622694,Elieser Hernandez,20,10,5,1,0,6,1.000,0.30,0.87,62.1,20,0,0,0,35,90,48,18,2,19,60,22,1,67,4,.269,249,.335,.586,.921,3,5,.625,0,1095,6.35,62.1,3,6,0,1,0,1,44,1.43,278,187,20,0,0,719,.660,4,0,1,0,146,0.39,.333,17.57,4,2.73,8.66,3.18,9.67,6.93,2.74,3,3,0,0,3,,,,,,,
623211,Huascar Brazoban,27,0,4,2,1,7,.857,0.22,1.69,32.0,27,0,0,1,32,20,13,6,0,3,40,21,1,26,2,.222,117,.350,.350,.700,2,2,.500,3,631,3.09,32.0,1,1,0,1,4,1,11,1.47,141,96,27,0,0,367,.580,2,0,7,0,41,1.60,.500,19.72,2,1.90,11.25,5.91,7.31,3.66,0.84,15,6,0,1,0,,,,,,,
668709,JJ Bleday,4,4,0,5,0,5,1.000,1.25,1.25,36.0,4,0,0,0,30,75,21,10,2,5,67,30,0,34,2,.167,204,.277,.309,.586,1,4,.800,5,1029,,,,,,,,,,,,,,,,,,,,,,63,0.40,,,,,,,,,,,,0,0,2,,,238,16,90,.216,40.80
607732,Jacob Stallings,1,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,90,99,25,12,0,4,83,29,0,77,6,.223,346,.292,.292,.584,14,61,.813,15,1474,,,,,,,,,,,,,,,,,,,,30,2,101,0.91,,,,,,,,,,,,0,1,2,0,3.79,384,34,155,.280,86.50
670288,Jake Fishman,7,0,1,0,0,1,1.000,0.14,0.82,11.0,7,1,0,0,13,13,5,5,0,0,6,0,0,13,3,.289,45,.333,.400,.733,0,0,.---,1,171,4.09,11.0,0,0,0,0,2,0,5,1.18,48,33,7,0,0,117,.680,3,0,0,0,18,1.00,.---,15.55,2,-.--,4.91,0.00,10.64,4.09,0.00,4,1,0,0,0,,,,,,,
656257,Jeff Brigham,16,0,2,2,0,4,1.000,0.25,1.50,24.0,16,0,0,0,10,31,10,6,0,3,28,10,0,22,0,.244,90,.320,.411,.731,1,5,.833,1,419,3.38,24.0,0,1,1,1,3,0,9,1.33,101,72,16,0,0,269,.640,0,0,1,0,37,0.32,.000,17.46,2,2.80,10.50,3.75,8.25,3.75,1.13,13,1,0,1,0,,,,,,,
666200,Jesus Luzardo,18,18,13,1,1,15,.933,0.78,1.26,100.1,18,2,0,1,84,90,40,18,2,10,120,35,0,69,2,.191,361,.266,.335,.601,1,2,.667,7,1644,3.32,100.1,4,7,0,0,0,0,37,1.04,400,301,18,0,0,1037,.630,2,0,5,1,121,0.93,.364,16.39,0,3.43,10.76,3.14,6.19,3.59,0.90,0,0,0,1,1,,,,,,,
660821,Jesus Sanchez,2,2,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,84,71,38,14,3,13,92,26,0,67,3,.214,313,.280,.403,.683,0,1,1.000,7,1391,,,,,,,,,,,,,,,,,,,,,,126,1.18,,,,,,,,,,,,0,0,1,,,343,36,149,.258,24.08
621563,Joey Wendle,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,131,80,27,24,1,3,50,15,0,90,5,.259,347,.297,.360,.657,3,12,.800,7,1281,,,,,,,,,,,,,,,,,,,,,,125,1.64,,,,,,,,,,,,0,1,3,,,371,32,109,.293,115.67
542932,Jon Berti,3,1,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,108,76,47,17,3,4,89,42,0,86,3,.240,358,.324,.338,.662,5,41,.891,6,1570,,,,,,,,,,,,,,,,,,,,,,121,1.42,,,,,,,,,,,,0,0,1,,,404,28,143,.308,89.50
677954,Jordan Groshans,17,17,37,15,1,53,.981,3.06,3.04,154.1,17,3,0,1,16,16,9,0,0,1,13,4,0,16,0,.262,61,.308,.311,.619,0,0,.---,2,263,,,,,,,,,,,,,,,,,,,,,,19,1.00,,,,,,,,,,,,0,0,0,,,65,2,27,.319,61.00
650331,Lewin Diaz,2,1,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,35,46,12,4,0,5,54,11,0,27,1,.169,160,.224,.288,.512,0,1,1.000,3,732,,,,,,,,,,,,,,,,,,,,,,46,0.76,,,,,,,,,,,,0,0,2,,,174,11,65,.214,32.00
500743,Miguel Rojas,140,132,340,184,7,531,.987,3.85,4.24,1113.2,136,74,0,5,158,145,34,19,2,6,61,26,1,111,6,.236,471,.283,.323,.606,3,9,.750,12,1816,,,,,,,,,,,,,,,,,,,,,,152,1.09,,,,,,,,,,,,0,1,3,,,507,36,164,.258,78.50
663743,Nick Fortes,72,11,0,0,0,0,.000,0.00,-.--,0.0,13,0,0,0,51,71,41,6,1,9,45,18,0,50,5,.230,217,.304,.392,.696,3,5,.625,5,850,,,,,,,,,,,,,,,,,,,,20,0,85,0.72,,,,,,,,,,,,0,0,0,1,3.96,240,24,97,.252,24.11
641154,Pablo Lopez,32,32,12,13,2,27,.926,0.78,1.25,180.0,32,2,0,2,191,153,78,39,6,21,174,53,1,157,8,.234,671,.296,.404,.700,2,6,.750,18,2910,3.75,180.0,10,10,0,0,0,0,75,1.17,736,540,32,0,0,1891,.650,8,0,4,0,271,1.25,.500,16.17,0,3.28,8.70,2.65,7.85,3.90,1.05,0,0,0,0,4,,,,,,,
680814,Peyton Burdick,4,3,0,6,0,6,1.000,1.50,1.80,30.0,4,0,0,0,12,26,8,4,0,4,35,8,0,19,2,.207,92,.284,.380,.664,0,1,1.000,1,401,,,,,,,,,,,,,,,,,,,,,,35,0.46,,,,,,,,,,,,0,0,0,,,102,11,38,.283,23.00
542947,Richard Bleier,55,1,7,6,0,13,1.000,0.24,2.34,50.2,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.55,50.2,2,2,1,5,7,4,20,1.44,222,152,55,0,0,545,.710,1,3,3,2,0,-.--,.500,15.16,12,3.20,5.68,1.78,11.19,3.91,0.53,27,14,0,0,0,,,0,0,0,.---,-.--
645261,Sandy Alcantara,32,32,28,20,0,48,1.000,1.50,1.89,228.2,32,2,0,0,274,172,67,32,6,16,207,50,1,174,9,.212,820,.263,.324,.587,4,24,.857,21,3248,2.28,228.2,14,9,0,0,0,0,58,0.98,886,686,32,6,1,2231,.690,9,0,3,2,266,1.59,.609,14.20,0,4.14,8.15,1.97,6.85,2.64,0.63,0,0,0,1,6,,,,,,,
663432,Tanner Scott,29,0,1,1,0,2,1.000,0.07,0.60,30.0,29,0,0,0,13,40,16,1,1,5,36,13,0,26,0,.228,114,.305,.386,.691,0,3,1.000,1,521,3.30,30.0,1,3,12,16,1,4,11,1.30,128,90,29,0,0,336,.640,0,0,1,0,44,0.33,.250,17.37,20,2.77,10.80,3.90,7.80,4.80,1.50,3,0,0,0,1,,,,,,,
667297,Tommy Nance,35,2,4,1,0,5,1.000,0.14,1.05,43.2,35,0,0,0,37,32,22,9,1,5,57,21,3,45,4,.265,170,.359,.418,.777,0,8,1.000,3,751,4.33,43.2,2,3,0,2,2,2,21,1.51,196,131,35,0,0,463,.620,4,0,5,0,71,1.16,.400,17.20,8,2.71,11.75,4.33,9.27,4.53,1.03,15,9,0,1,0,,,,,,,
676265,,16,9,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,,,,,,,
669743,Alex Call,35,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,24,27,16,3,1,5,26,11,0,25,2,.245,102,.330,.441,.771,3,3,.500,2,489,,,,,,,,,,,,,,,,,,,,,,45,0.89,,,,,,,,,,,,0,0,0,,,115,13,36,.282,20.40
600921,Andres Machado,51,0,7,3,1,11,.909,0.20,1.53,59.1,51,0,0,1,66,66,32,16,0,7,46,26,0,55,2,.241,228,.318,.404,.722,0,8,1.000,3,997,3.34,59.1,2,0,0,0,3,0,22,1.37,261,178,51,0,0,644,.650,2,0,3,0,92,1.00,1.000,16.80,14,1.77,6.98,3.94,8.34,4.85,1.06,25,4,0,0,5,,,,,,,
434671,Anibal Sanchez,14,14,4,4,2,10,.800,0.57,1.04,69.1,14,0,0,2,62,90,34,9,1,13,48,33,2,55,4,.217,253,.316,.415,.731,0,9,1.000,8,1232,4.28,69.1,4,6,0,0,0,0,33,1.27,292,208,14,0,0,736,.600,4,0,2,0,105,0.69,.400,17.77,0,1.45,6.23,4.28,7.14,4.41,1.69,0,0,0,1,1,,,,,,,
682928,CJ Abrams,2,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,41,32,16,5,0,2,27,4,0,29,6,.232,125,.285,.320,.605,2,1,.333,4,445,,,,,,,,,,,,,,,,,,,,,,40,1.28,,,,,,,,,,,,0,2,2,,,139,11,60,.276,62.50
605218,Edwards Jr.,57,0,6,5,0,11,1.000,0.19,1.60,62.0,57,0,0,0,60,63,22,5,0,8,56,25,0,51,1,.224,228,.301,.351,.652,3,1,.250,2,1014,2.76,62.0,6,3,2,5,13,3,19,1.23,256,186,57,0,0,652,.640,1,0,2,1,80,0.95,.667,16.35,8,2.24,8.13,3.63,7.40,3.19,1.16,18,4,0,0,2,,,,,,,
514917,Cesar Hernandez,10,10,1,23,1,25,.960,2.40,2.70,80.0,10,1,0,1,157,155,64,28,4,1,114,45,0,139,7,.248,560,.311,.318,.629,4,10,.714,9,2368,,,,,,,,,,,,,,,,,,,,,,178,1.01,,,,,,,,,,,,0,3,2,,,617,34,185,.309,560.00
676265,Cory Abbott,16,9,1,2,0,3,1.000,0.19,0.56,48.0,16,0,0,0,29,68,30,12,0,12,45,25,0,44,5,.239,184,.343,.500,.843,1,4,.800,0,845,5.25,48.0,0,5,0,0,0,0,28,1.44,216,144,16,0,0,522,.620,5,0,2,0,92,0.43,.000,17.60,7,1.80,8.44,4.69,8.25,5.63,2.25,2,0,0,0,2,,,,,,,
541640,Erasmo Ramirez,60,2,9,4,1,14,.929,0.22,1.36,86.1,60,0,0,1,95,92,31,10,2,11,61,14,1,79,6,.245,323,.286,.390,.676,0,1,1.000,13,1222,2.92,86.1,4,2,0,1,5,1,28,1.08,347,259,60,0,0,824,.670,6,0,1,0,126,1.03,.667,14.15,10,4.36,6.36,1.46,8.24,3.23,1.15,33,9,0,1,3,,,,,,,
607200,Erick Fedde,27,27,11,14,0,25,1.000,0.93,1.77,127.0,27,1,0,0,139,133,84,27,0,21,94,58,0,149,0,.293,508,.362,.470,.832,2,17,.895,13,2420,5.81,127.0,6,13,0,0,0,0,82,1.63,573,381,27,0,0,1458,.600,0,0,6,0,239,1.05,.316,19.06,0,1.62,6.66,4.11,10.56,5.95,1.49,0,0,0,1,6,,,,,,,
640451,Hunter Harvey,38,0,2,2,0,4,1.000,0.11,0.92,39.1,38,0,0,0,27,40,12,9,1,1,45,12,0,33,0,.234,141,.287,.333,.620,0,5,1.000,5,661,2.52,39.1,2,1,0,1,6,1,11,1.14,157,118,38,0,0,436,.660,0,0,2,0,47,0.68,.667,16.81,7,3.75,10.30,2.75,7.55,2.75,0.23,14,5,0,0,4,,,,,,,
545121,Ildemaro Vargas,43,43,99,33,4,136,.971,3.07,3.19,372.0,43,9,0,4,2,1,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,6,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,6,1.000,0,0,0,0,0,2.00,.---,6.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,,,196,19,74,.301,62.00
672832,Israel Pineda,4,4,3,26,0,29,1.000,7.25,7.68,34.0,4,0,0,0,3,2,1,0,0,0,7,1,0,1,0,.077,13,.143,.077,.220,1,2,.667,0,43,,,,,,,,,,,,,,,,,,,,2,0,1,1.50,,,,,,,,,,,,0,0,0,2,6.09,14,0,6,.167,-.--
608841,Joey Meneses,22,22,1,50,3,54,.944,2.32,2.51,183.0,22,1,0,0,61,39,33,14,0,13,52,15,2,72,1,.324,222,.367,.563,.930,0,1,1.000,13,938,,,,,,,,,,,,,,,,,,,,,,125,1.56,,,,,,,,,,,,0,0,2,,,240,34,102,.371,17.08
607179,Jordan Weems,32,0,2,2,0,4,1.000,0.13,0.92,39.2,32,0,0,0,28,50,24,7,2,7,41,12,1,35,0,.230,152,.285,.441,.726,0,0,.---,2,738,5.22,39.2,0,1,0,0,0,0,23,1.18,166,119,32,0,0,493,.670,0,1,4,0,67,0.56,.000,18.61,3,3.42,9.30,2.72,7.94,5.45,1.59,18,6,0,1,1,,,,,,,
641943,Josh Palacios,29,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,14,8,8,2,0,0,15,1,0,10,1,.213,47,.245,.255,.500,0,1,1.000,0,209,,,,,,,,,,,,,,,,,,,,,,12,1.75,,,,,,,,,,,,0,0,0,,,49,2,24,.313,-.--
680686,Josiah Gray,28,28,8,4,0,12,1.000,0.43,0.73,148.2,28,0,0,0,107,177,84,20,4,38,154,66,1,136,8,.239,569,.324,.489,.813,4,11,.733,6,2597,5.02,148.2,7,10,0,0,0,0,83,1.36,649,446,28,0,0,1593,.610,8,0,7,0,278,0.60,.412,17.47,0,2.33,9.32,4.00,8.23,5.09,2.30,0,0,1,0,5,,,,,,,
640448,Kyle Finnegan,66,0,9,3,0,12,1.000,0.18,1.64,66.2,66,0,0,0,68,54,28,10,1,9,70,22,2,54,0,.221,244,.284,.381,.665,0,4,1.000,6,1053,3.51,66.2,6,4,11,15,14,4,26,1.14,268,200,66,0,0,689,.650,0,1,0,0,93,1.26,.600,15.80,24,3.18,9.45,2.97,7.29,3.78,1.21,23,10,0,0,2,,,,,,,
657041,Lane Thomas,146,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,122,129,62,26,2,17,132,41,0,120,4,.241,498,.301,.404,.705,4,8,.667,8,2204,,,,,,,,,,,,,,,,,,,,,,201,0.95,,,,,,,,,,,,0,0,5,,,548,52,210,.291,29.29
671277,Luis Garcia,93,58,128,69,13,210,.938,3.34,3.52,503.1,59,27,0,10,113,69,29,23,2,7,84,11,1,99,1,.275,360,.295,.408,.703,4,3,.429,5,1323,,,,,,,,,,,,,,,,,,,,,,147,1.64,,,,,,,,,,,,0,1,4,,,377,45,148,.337,51.43
572228,Luke Voit,69,68,0,0,0,0,.000,0.00,-.--,0.0,69,0,0,0,52,73,38,18,0,13,110,39,1,67,3,.225,298,.317,.416,.733,1,1,.500,5,1382,,,,,,,,,,,,,,,,,,,,,,124,0.71,,,,,,,,,,,,0,0,4,,,344,48,133,.302,22.92
666168,Mason Thompson,24,0,1,5,0,6,1.000,0.25,2.25,24.2,24,0,0,0,34,23,8,2,1,2,15,9,0,19,1,.211,90,.290,.322,.612,0,1,1.000,2,368,2.92,24.2,1,1,1,2,0,1,8,1.14,101,74,24,0,0,236,.640,1,0,1,0,29,1.48,.500,14.92,8,1.67,5.47,3.28,6.93,2.92,0.73,9,0,0,1,0,,,,,,,
443558,Nelson Cruz,123,122,0,0,0,0,.000,0.00,-.--,0.0,123,0,0,0,136,91,50,16,0,10,119,49,1,105,4,.234,448,.313,.337,.650,0,4,1.000,16,1992,,,,,,,,,,,,,,,,,,,,,,151,1.49,,,,,,,,,,,,3,0,3,,,507,64,207,.295,44.80
502179,Paolo Espino,42,19,13,15,2,30,.933,0.67,2.23,113.1,42,0,0,2,111,127,64,20,1,24,92,24,0,131,2,.287,456,.322,.493,.815,2,1,.333,4,1873,4.84,113.1,0,9,0,0,0,0,61,1.37,487,340,42,1,0,1205,.640,2,0,1,0,225,0.87,.000,16.53,18,3.83,7.31,1.91,10.40,5.08,1.91,9,2,0,0,5,,,,,,,
571578,Patrick Corbin,31,31,17,9,0,26,1.000,0.84,1.54,152.2,31,0,0,0,169,150,119,35,5,27,128,49,1,210,7,.321,655,.374,.513,.887,5,14,.737,14,2623,6.31,152.2,6,19,0,0,0,0,107,1.70,713,458,31,1,0,1682,.640,7,0,2,3,336,1.13,.240,17.18,0,2.61,7.55,2.89,12.38,7.02,1.59,0,0,0,1,1,,,,,,,
656180,Riley Adams,2,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,35,36,14,4,0,5,46,12,0,25,1,.176,142,.245,.310,.555,5,32,.865,2,612,,,,,,,,,,,,,,,,,,,,14,0,44,0.97,,,,,,,,,,,,0,0,0,1,4.54,155,10,62,.220,28.40
518553,Steve Cishek,69,0,2,2,0,4,1.000,0.06,0.55,66.1,69,0,0,0,57,62,33,3,1,11,74,27,1,54,13,.223,242,.329,.380,.709,2,3,.600,3,1175,4.21,66.1,1,4,1,3,6,2,31,1.22,287,199,69,0,0,730,.620,13,0,3,0,92,0.92,.200,17.71,12,2.74,10.04,3.66,7.33,4.48,1.49,31,14,0,1,4,,,,,,,
668663,Tres Barrera,19,18,4,109,0,113,1.000,5.95,6.97,146.0,19,1,0,0,10,16,2,1,0,0,16,2,0,9,0,.180,50,.212,.200,.412,2,12,.857,1,194,,,,,,,,,,,,,,,,,,,,8,0,10,0.63,,,,,,,,,,,,0,1,0,0,5.30,53,4,24,.265,-.--
645302,Victor Robles,132,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,92,103,42,10,2,6,104,17,0,82,9,.224,366,.273,.311,.584,4,15,.789,3,1415,,,,,,,,,,,,,,,,,,,,,,114,0.89,,,,,,,,,,,,0,11,4,,,407,33,145,.292,61.00
425794,Adam Wainwright,32,32,16,18,0,34,1.000,1.06,1.60,191.2,32,0,0,0,205,202,80,35,3,16,143,54,1,192,7,.261,736,.315,.382,.697,6,8,.571,15,3133,3.71,191.2,11,12,0,0,0,0,79,1.28,803,575,32,1,0,2024,.650,7,0,5,0,281,1.01,.478,16.35,0,2.65,6.71,2.54,9.02,3.76,0.75,0,0,0,0,6,,,,,,,
405395,Albert Pujols,1,0,0,0,0,0,.000,0.00,-.--,0.0,68,0,0,0,2,1,4,0,0,2,0,1,0,3,0,.500,6,.571,1.500,2.071,0,0,.---,0,27,36.00,1.0,0,0,0,0,0,0,4,4.00,7,3,1,0,0,16,.590,0,0,0,0,9,2.00,.---,27.00,1,0.00,0.00,9.00,27.00,36.00,18.00,0,0,0,0,0,,,351,68,149,.252,12.79
676475,Alec Burleson,3,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,17,13,4,1,0,1,9,5,0,9,0,.188,48,.264,.271,.535,0,1,1.000,1,190,,,,,,,,,,,,,,,,,,,,,,13,1.31,,,,,,,,,,,,0,0,0,,,53,3,19,.211,48.00
669467,Andre Pallante,47,10,15,12,0,27,1.000,0.57,2.25,108.0,47,1,0,0,168,62,39,18,1,9,73,40,2,113,1,.274,413,.338,.387,.725,2,5,.714,17,1753,3.17,108.0,6,5,0,1,9,1,38,1.42,457,324,47,0,0,1087,.620,1,0,4,0,160,2.71,.545,16.23,4,1.83,6.08,3.33,9.42,3.25,0.75,23,9,0,2,1,,,,,,,
668800,Andrew Knizner,1,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,.333,3,.333,.333,.666,7,22,.759,0,11,0.00,0.2,0,0,0,0,0,0,0,1.50,3,2,1,0,0,8,.730,0,0,19,0,1,1.00,.---,16.50,1,-.--,0.00,0.00,13.50,0.00,0.00,2,2,3,0,0,3,3.95,293,25,124,.268,65.00
641512,Ben DeLuzio,2,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,6,7,3,1,0,0,5,3,0,3,1,.150,20,.292,.200,.492,1,0,.000,0,97,,,,,,,,,,,,,,,,,,,,,,4,0.86,,,,,,,,,,,,0,1,0,,,25,0,13,.200,-.--
