,playername,gamesPlayed,gamesStarted,groundOuts,airOuts,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,intentionalWalks,hits,hitByPitch,avg,atBats,obp,slg,ops,caughtStealing,stolenBases,stolenBasePercentage,groundIntoDoublePlay,numberOfPitches,era,inningsPitched,wins,losses,saves,saveOpportunities,holds,blownSaves,earnedRuns,whip,battersFaced,outs,gamesPitched,completeGames,shutouts,strikes,strikePercentage,hitBatsmen,balks,wildPitches,pickoffs,totalBases,groundOutsToAirouts,winPercentage,pitchesPerInning,gamesFinished,strikeoutWalkRatio,strikeoutsPer9Inn,walksPer9Inn,hitsPer9Inn,runsScoredPer9,homeRunsPer9,inheritedRunners,inheritedRunnersScored,catchersInterference,sacBunts,sacFlies,assists,putOuts,errors,chances,fielding,rangeFactorPerGame,rangeFactorPer9Inn,innings,games,doublePlays,triplePlays,throwingErrors,passedBall,catcherERA,plateAppearances,rbi,leftOnBase,babip,atBatsPerHomeRun
663586,Austin Riley,155,153,132,146,88,38,2,38,162,55,1,165,16,.275,601,.349,.534,.883,0,2,1.000,13,2572,,,,,,,,,,,,,,,,,,,,,,321,0.90,,,,,,,,,,,,0,0,4,277,96,14,387,.964,2.41,2.45,1373.0,155,20,0,5,,,676,93,262,.314,15.82
693821,Bryce Elder,9,8,56,44,15,7,0,3,42,22,1,38,3,.215,177,.309,.305,.614,1,5,.833,4,775,2.76,49.0,2,3,0,0,0,0,15,1.22,205,147,9,1,1,471,.610,3,0,0,0,54,1.27,.400,15.82,1,1.91,7.71,4.04,6.98,2.76,0.55,2,0,0,1,2,3,3,0,6,1.000,0.67,1.10,49.0,9,1,0,0,,,,,,,
450203,Charlie Morton,30,30,136,149,82,26,2,26,200,62,0,140,18,.227,618,.313,.401,.714,2,10,.833,14,2824,4.29,167.2,9,6,0,0,0,0,80,1.20,705,503,30,0,0,1801,.640,18,0,4,3,248,0.91,.600,16.84,0,3.23,10.74,3.33,7.51,4.40,1.40,0,0,0,1,6,15,6,2,23,.913,0.70,1.13,167.2,30,2,0,2,,,,,,,
543521,Collin McHugh,56,0,57,68,20,8,0,5,73,14,1,50,5,.203,246,.258,.297,.555,0,1,1.000,6,1065,2.65,68.0,3,2,0,5,15,5,20,0.94,267,204,56,0,0,702,.660,5,0,3,0,73,0.84,.600,15.66,3,5.21,9.66,1.85,6.62,2.65,0.66,37,10,0,0,2,3,5,0,8,1.000,0.14,1.06,68.0,56,1,0,0,,,,,,,
621020,Dansby Swanson,157,157,116,160,97,31,1,23,180,47,0,172,3,.276,624,.327,.439,.766,7,18,.720,9,2677,,,,,,,,,,,,,,,,,,,,,,274,0.73,,,,,,,,,,,,0,0,4,381,187,8,576,.986,3.62,3.66,1398.0,157,74,0,5,,,678,93,210,.351,27.13
571670,Dylan Lee,53,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.02,50.2,1,3,9,12,6,3,17,1.13,206,152,53,0,0,544,.670,0,0,1,0,0,-.--,.250,15.91,21,3.46,7.99,2.31,7.82,3.91,0.71,9,3,0,0,0,4,0,0,4,1.000,0.08,0.72,50.2,53,0,0,0,,,0,0,0,.---,-.--
592696,Eddie Rosario,77,7,58,68,27,12,1,5,64,17,0,52,0,.218,239,.266,.339,.605,0,3,1.000,3,961,,,,,,,,,,,,,,,,,,,,,,81,0.85,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,,,259,23,85,.272,47.80
501303,Ehire Adrianza,1,0,0,2,0,0,0,0,1,1,0,0,0,.000,3,.250,.000,.250,0,0,.---,0,12,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,5,.420,0,0,0,0,0,0.00,.---,12.00,1,1.00,9.00,9.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,11,0,3,.167,-.--
628338,Guillermo Heredia,72,0,12,19,11,2,1,3,31,6,0,9,0,.127,71,.195,.310,.505,0,0,.---,1,321,,,,,,,,,,,,,,,,,,,,,,22,0.63,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,,,77,6,35,.162,23.67
623451,Jackson Stephens,38,0,60,45,29,9,0,3,47,21,4,44,3,.228,193,.312,.321,.633,0,8,1.000,1,888,3.38,50.2,3,3,2,3,2,1,19,1.28,220,152,38,0,0,584,.660,3,0,1,0,62,1.33,.500,17.53,24,2.24,8.35,3.73,7.82,5.15,0.53,6,2,0,2,1,8,3,0,11,1.000,0.29,1.98,50.2,38,0,0,0,,,0,0,0,.---,-.--
543606,Jake Odorizzi,9,9,32,55,28,6,1,8,33,17,1,52,1,.308,169,.368,.497,.865,2,3,.600,3,778,5.66,41.1,1,3,0,0,0,0,26,1.67,190,124,9,0,0,479,.620,1,0,0,0,84,0.58,.250,18.82,0,1.94,7.19,3.70,11.32,6.10,1.74,0,0,0,0,3,5,3,1,9,.889,0.89,1.76,41.1,9,1,0,1,,,,,,,
445926,Jesse Chavez,43,1,45,45,14,7,1,5,58,13,0,43,1,.228,189,.279,.354,.633,1,2,.667,2,835,2.13,50.2,3,2,0,1,9,1,12,1.11,205,152,43,0,0,572,.690,1,1,2,0,67,1.00,.600,16.48,8,4.46,10.30,2.31,7.64,2.49,0.89,27,9,0,1,1,5,2,0,7,1.000,0.16,1.26,50.2,43,0,0,0,,,,,,,
445276,Kenley Jansen,62,0,31,70,25,6,3,8,81,22,3,45,2,.200,225,.275,.360,.635,2,10,.833,0,974,3.54,61.0,5,2,38,45,0,7,24,1.10,251,183,62,0,0,667,.680,2,1,1,0,81,0.44,.714,15.97,51,3.68,11.95,3.25,6.64,3.69,1.18,4,3,0,0,2,3,1,0,4,1.000,0.06,0.59,61.0,62,0,0,0,,,,,,,
657140,Kyle Wright,29,29,217,116,65,21,1,19,171,52,0,149,9,.229,650,.294,.352,.646,2,3,.600,25,2610,3.18,175.1,20,5,0,0,0,0,62,1.15,715,526,29,0,0,1735,.660,9,0,7,1,229,1.87,.800,14.89,0,3.29,8.78,2.67,7.65,3.34,0.98,0,0,1,0,3,22,22,0,44,1.000,1.52,2.26,175.1,29,1,0,0,,,,,,,
542303,Marcell Ozuna,121,69,105,137,55,17,0,22,119,31,0,102,2,.222,459,.272,.403,.675,1,2,.667,12,1967,,,,,,,,,,,,,,,,,,,,,,185,0.77,,,,,,,,,,,,0,0,4,0,0,0,0,.000,0.00,-.--,0.0,69,0,0,0,,,496,53,205,.248,20.86
621566,Matt Olson,157,156,136,158,82,43,0,31,164,73,6,142,4,.238,596,.323,.466,.789,0,0,.---,12,2814,,,,,,,,,,,,,,,,,,,,,,278,0.86,,,,,,,,,,,,0,0,4,98,1170,8,1276,.994,8.08,8.16,1398.0,157,99,0,0,,,677,97,251,.274,19.23
608331,Max Fried,30,30,213,158,55,25,2,12,170,32,2,156,4,.225,692,.262,.319,.581,4,3,.429,15,2818,2.48,185.1,14,7,0,0,0,0,51,1.01,733,556,30,0,0,1836,.650,4,0,9,3,221,1.35,.667,15.21,0,5.31,8.26,1.55,7.58,2.67,0.58,0,0,0,0,5,26,15,1,42,.976,1.37,1.99,185.1,30,0,0,0,,,,,,,
671739,Harris II,110,110,119,58,75,27,3,19,102,19,0,122,5,.304,401,.344,.529,.873,2,20,.909,7,1593,,,,,,,,,,,,,,,,,,,,,,212,2.05,,,,,,,,,,,,0,0,0,3,243,2,248,.992,2.24,2.25,986.0,110,0,0,0,,,425,64,135,.368,21.10
606115,Orlando Arcia,63,0,51,50,23,8,0,9,46,20,0,47,2,.245,192,.319,.427,.746,0,0,.---,7,831,0.00,1.0,0,0,0,0,0,0,0,1.00,4,3,1,0,0,6,.600,0,0,0,0,82,1.02,.---,10.00,1,0.00,0.00,9.00,0.00,0.00,0.00,0,0,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,7,0,0,0,,,216,30,81,.273,21.33
628452,Raisel Iglesias,25,0,19,24,2,3,0,0,25,4,0,16,1,.195,82,.239,.232,.471,0,0,.---,2,368,0.39,23.1,0,0,1,2,12,1,1,0.86,89,70,25,0,0,247,.670,1,0,0,0,19,0.79,.---,15.77,7,6.25,9.64,1.54,6.17,0.77,0.00,4,1,0,1,1,1,2,0,3,1.000,0.12,1.17,23.1,25,0,0,0,,,,,,,
543257,Robbie Grossman,43,1,23,43,15,4,0,5,36,16,0,27,0,.211,128,.297,.359,.656,1,3,.750,1,574,,,,,,,,,,,,,,,,,,,,,,46,0.53,,,,,,,,,,,,0,0,1,0,0,0,0,.000,0.00,-.--,0.0,1,0,0,0,,,145,22,60,.250,25.60
660670,Acuna Jr.,115,27,115,99,69,24,0,15,122,50,3,120,10,.265,453,.349,.417,.766,11,28,.718,8,2101,,,,,,,,,,,,,,,,,,,,,,189,1.16,,,,,,,,,,,,0,0,3,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,,,516,49,142,.329,30.20
611093,Silvino Bracho,1,0,2,1,0,0,0,0,0,0,0,0,1,.000,3,.250,.000,.250,0,0,.---,0,9,0.00,1.0,0,0,0,0,0,0,0,0.00,4,3,1,0,0,6,.670,1,0,0,0,0,2.00,.---,9.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,,,,,,,
518595,Travis d'Arnaud,4,4,101,92,60,24,1,18,85,19,0,103,10,.270,381,.322,.480,.802,15,43,.741,11,1574,,,,,,,,,,,,,,,,,,,,28,0,183,1.10,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,3,3.39,410,58,139,.306,21.17
554431,Tyler Matzek,40,0,32,51,19,7,0,3,36,26,2,23,2,.165,139,.300,.281,.581,1,2,.667,2,670,3.32,40.2,4,2,1,1,8,0,15,1.20,170,122,40,0,0,414,.620,2,0,6,0,39,0.63,.667,16.48,6,1.38,7.97,5.75,5.09,4.20,0.66,20,2,0,0,3,3,0,0,3,1.000,0.08,0.68,40.2,40,1,0,0,,,,,,,
687093,Vaughn Grissom,40,0,33,33,23,5,0,5,32,11,1,40,2,.290,138,.351,.435,.786,2,5,.714,0,564,,,,,,,,,,,,,,,,,,,,,,60,1.00,,,,,,,,,,,,0,0,0,1,0,0,1,1.000,1.00,4.50,2.0,1,0,0,0,,,151,17,64,.347,27.60
661388,William Contreras,93,30,84,52,48,13,1,20,99,37,1,89,1,.276,322,.351,.509,.860,0,2,1.000,5,1483,,,,,,,,,,,,,,,,,,,,22,1,164,1.62,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,32,0,0,0,3,3.35,362,44,134,.337,16.10
676265,,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
493603,Adam Ottavino,64,0,56,50,15,6,2,6,76,15,2,47,5,.207,227,.269,.330,.599,2,19,.905,7,1019,2.14,63.0,5,3,3,6,19,3,15,0.98,249,189,64,0,0,655,.640,5,0,7,1,75,1.12,.625,16.17,19,5.07,10.86,2.14,6.71,2.14,0.86,38,14,0,0,2,6,3,2,11,.818,0.14,1.29,63.0,64,0,0,1,,,,,,,
607043,Brandon Nimmo,147,144,164,141,99,28,7,14,115,70,0,150,16,.266,564,.361,.415,.776,2,3,.600,9,2707,,,,,,,,,,,,,,,,,,,,,,234,1.16,,,,,,,,,,,,0,3,3,4,294,0,298,1.000,2.03,2.14,1252.1,147,1,0,0,,,656,58,165,.311,40.29
471911,Carlos Carrasco,28,28,147,126,69,36,1,16,149,40,2,156,8,.271,576,.326,.420,.746,1,6,.857,18,2339,3.95,148.0,15,7,0,0,0,0,65,1.32,627,444,28,0,0,1547,.660,8,0,5,1,242,1.17,.682,15.80,0,3.73,9.06,2.43,9.49,4.20,0.97,0,0,1,0,2,18,14,1,33,.970,1.14,1.95,148.0,28,3,0,1,,,,,,,
605135,Chris Bassitt,29,29,197,153,67,26,1,18,165,46,0,156,12,.233,669,.294,.356,.650,3,7,.700,22,2816,3.27,179.0,15,8,0,0,0,0,65,1.13,730,537,29,0,0,1853,.660,12,1,5,1,238,1.29,.652,15.73,0,3.59,8.30,2.31,7.84,3.37,0.91,0,0,1,0,2,16,16,0,32,1.000,1.10,1.61,179.0,29,3,0,0,,,,,,,
596129,Daniel Vogelbach,75,0,59,58,29,10,1,12,67,40,1,54,0,.228,237,.338,.430,.768,0,0,.---,8,1230,,,,,,,,,,,,,,,,,,,,,,102,1.02,,,,,,,,,,,,0,0,1,1,5,1,7,.857,1.20,10.80,5.0,5,1,0,0,,,278,34,95,.264,19.75
656849,David Peterson,26,19,99,78,50,21,1,11,124,48,1,92,7,.237,388,.330,.381,.711,0,1,1.000,10,1864,3.89,104.0,7,5,0,1,0,1,45,1.35,448,312,26,0,0,1108,.590,7,0,2,3,148,1.27,.583,17.92,0,2.58,10.73,4.15,7.96,4.33,0.95,4,0,0,2,3,12,1,3,16,.813,0.50,1.13,104.0,26,1,0,2,,,,,,,
622098,Drew Smith,41,0,27,53,17,4,0,9,50,14,0,35,0,.213,164,.274,.402,.676,1,0,.000,1,739,3.45,44.1,3,3,0,2,14,2,17,1.11,179,133,41,0,0,470,.640,0,0,0,0,66,0.51,.500,16.67,5,3.57,10.15,2.84,7.11,3.45,1.83,13,8,0,0,1,2,2,0,4,1.000,0.10,0.82,44.1,41,0,0,0,,,,,,,
500871,Eduardo Escobar,132,5,88,160,57,26,4,20,124,37,3,117,1,.242,483,.294,.437,.731,2,0,.000,4,2031,,,,,,,,,,,,,,,,,,,,,,211,0.55,,,,,,,,,,,,0,0,6,0,0,0,0,.000,0.00,-.--,0.0,6,0,0,0,,,527,68,256,.281,24.15
621242,Edwin Diaz,59,0,30,29,9,3,0,3,116,18,1,34,2,.164,207,.236,.222,.458,2,9,.818,3,909,1.35,60.0,3,1,31,34,4,3,9,0.87,229,180,59,0,0,629,.690,2,0,2,0,46,1.03,.750,15.15,47,6.44,17.40,2.70,5.10,1.35,0.45,9,2,0,0,2,1,3,1,5,.800,0.07,0.60,60.0,59,0,0,1,,,0,0,0,.---,-.--
596019,Francisco Lindor,156,2,149,174,97,24,5,25,128,59,2,166,10,.272,610,.343,.451,.794,6,16,.727,11,2761,,,,,,,,,,,,,,,,,,,,,,275,0.86,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,686,103,282,.304,24.40
594798,Jacob deGrom,11,11,39,50,22,7,0,9,102,8,0,40,0,.175,229,.202,.323,.525,0,3,1.000,1,940,3.08,64.1,5,4,0,0,0,0,22,0.75,239,193,11,0,0,651,.690,0,0,0,0,74,0.78,.556,14.61,0,12.75,14.27,1.12,5.60,3.08,1.26,0,0,0,1,1,1,5,0,6,1.000,0.55,0.84,64.1,11,0,0,0,,,,,,,
543510,James McCann,58,0,36,57,18,6,0,2,41,11,0,31,4,.190,163,.256,.264,.520,0,3,1.000,5,675,,,,,,,,,,,,,,,,,,,,21,0,43,0.63,,,,,,,,,,,,0,0,2,0,1,0,1,1.000,1.00,4.50,2.0,1,0,0,0,1,3.23,180,15,72,.238,81.50
643446,Jeff McNeil,4,3,127,167,70,38,1,7,61,39,1,166,11,.322,516,.378,.440,.818,0,4,1.000,6,2011,,,,,,,,,,,,,,,,,,,,,,227,0.76,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,,,571,59,224,.351,73.71
570257,Joely Rodriguez,53,0,52,34,28,6,0,3,55,26,1,41,1,.229,179,.329,.313,.642,0,3,1.000,5,816,4.66,48.1,2,4,0,0,9,0,25,1.39,209,145,53,0,0,520,.640,1,0,2,0,56,1.53,.333,16.88,8,2.12,10.24,4.84,7.63,5.21,0.56,15,3,0,2,1,1,0,1,2,.500,0.02,0.19,48.1,53,0,0,0,,,0,0,0,.---,-.--
641645,Luis Guillorme,3,0,107,60,32,11,1,2,42,33,1,79,2,.276,286,.355,.343,.698,0,1,1.000,14,1329,,,,,,,,,,,,,,,,,,,,,,98,1.78,,,,,,,,,,,,0,2,0,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,323,16,145,.318,143.00
592192,Mark Canha,135,0,117,119,68,24,0,12,94,48,1,117,27,.263,445,.368,.398,.766,1,3,.750,3,2158,,,,,,,,,,,,,,,,,,,,,,177,0.98,,,,,,,,,,,,0,0,2,0,0,0,0,.000,0.00,-.--,0.0,3,0,0,0,,,522,56,210,.308,37.08
668901,Mark Vientos,13,6,7,8,1,1,0,1,10,5,0,4,0,.138,29,.265,.276,.541,0,0,.---,1,155,,,,,,,,,,,,,,,,,,,,,,8,0.88,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,11,0,0,0,,,34,3,20,.167,29.00
453286,Max Scherzer,22,22,76,161,35,18,0,11,169,24,0,99,11,.199,498,.250,.301,.551,4,4,.500,9,2066,2.13,139.2,11,4,0,0,0,0,33,0.88,540,419,22,0,0,1409,.680,11,0,0,0,150,0.47,.733,14.79,0,7.04,10.89,1.55,6.38,2.26,0.71,0,0,0,3,4,12,6,0,18,1.000,0.82,1.17,139.2,22,1,0,0,,,,,,,
624413,Pete Alonso,27,27,132,178,92,27,0,40,128,63,16,157,12,.268,586,.346,.519,.865,1,5,.833,17,2452,,,,,,,,,,,,,,,,,,,,,,304,0.74,,,,,,,,,,,,0,0,9,0,0,0,0,.000,0.00,-.--,0.0,27,0,0,0,,,670,131,283,.274,14.65
607625,Seth Lugo,60,0,0,0,0,0,0,0,0,0,0,0,0,.000,0,.000,.000,.000,0,0,.---,0,0,3.59,62.2,3,2,3,6,16,3,25,1.20,264,188,60,0,0,658,.630,3,0,2,0,0,-.--,.600,16.68,20,3.72,9.62,2.59,8.19,3.59,1.15,24,11,0,0,0,6,3,0,9,1.000,0.15,1.31,62.2,60,0,0,0,,,0,0,0,.---,-.--
592836,Taijuan Walker,28,28,166,154,63,26,1,15,122,45,1,139,6,.240,579,.301,.366,.667,2,8,.800,13,2419,3.59,153.0,12,5,0,0,0,0,61,1.20,632,459,28,0,0,1540,.640,6,0,0,5,212,1.08,.706,15.81,0,2.71,7.18,2.65,8.18,3.71,0.88,0,0,0,0,2,24,15,2,41,.951,1.39,2.29,153.0,28,0,0,2,,,,,,,
605253,Terrance Gore,2,0,0,1,1,0,0,0,2,0,0,0,0,.000,3,.000,.000,.000,0,3,1.000,0,11,,,,,,,,,,,,,,,,,,,,,,0,0.00,,,,,,,,,,,,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,,,3,0,2,.000,-.--
621512,Tomas Nido,93,84,91,57,30,15,0,3,75,14,0,67,1,.243,276,.280,.330,.610,12,48,.800,13,1037,,,,,,,,,,,,,,,,,,,,11,3,91,1.60,,,,,,,,,,,,2,12,2,25,841,5,871,.994,9.31,10.42,748.1,93,2,0,3,3,3.68,305,28,145,.320,92.00
543507,Trevor May,24,0,15,26,14,5,0,4,27,8,0,27,0,.284,95,.340,.463,.803,0,2,1.000,0,426,5.56,22.2,2,0,1,1,6,0,14,1.54,103,68,24,0,0,262,.620,0,0,0,0,44,0.58,1.000,18.79,6,3.38,10.72,3.18,10.72,5.56,1.59,4,0,0,0,0,1,1,0,2,1.000,0.08,0.82,22.2,24,0,0,0,,,,,,,
592866,Trevor Williams,29,9,66,96,32,14,2,11,78,23,1,81,4,.252,321,.310,.411,.721,2,1,.333,7,1328,3.23,83.2,2,5,1,2,1,1,30,1.24,349,251,29,0,0,844,.640,4,0,1,0,132,0.69,.286,15.87,5,3.39,8.39,2.47,8.71,3.44,1.18,13,9,0,1,0,4,5,0,9,1.000,0.31,0.98,83.2,29,1,0,0,,,0,0,0,.---,-.--
571980,Tyler Naquin,44,12,24,26,17,7,2,4,34,6,0,25,1,.229,109,.276,.440,.716,0,1,1.000,1,450,,,,,,,,,,,,,,,,,,,,,,48,0.92,,,,,,,,,,,,0,0,0,0,19,1,20,.950,1.27,1.78,96.1,15,0,0,0,,,116,13,60,.296,27.25
656731,Tylor Megill,14,9,41,44,27,9,0,7,50,13,0,44,1,.251,175,.304,.423,.727,1,2,.667,3,763,5.36,45.1,4,2,0,0,0,0,27,1.26,193,136,14,0,0,492,.640,1,0,1,0,74,0.93,.667,16.83,1,3.85,9.93,2.58,8.74,5.36,1.39,1,0,0,2,2,5,3,0,8,1.000,0.57,1.60,45.1,14,0,0,0,,,,,,,
676265,,15,8,26,65,26,10,0,11,39,21,0,39,4,.232,168,.330,.488,.818,1,4,.800,0,757,5.11,44.0,0,4,0,0,0,0,25,1.36,194,132,15,0,0,474,.630,4,0,1,0,82,0.40,.000,17.20,7,1.86,7.98,4.30,7.98,5.32,2.25,2,0,0,0,1,1,2,0,3,1.000,0.20,0.61,44.0,15,0,0,0,,,,,,,
605400,Aaron Nola,31,31,173,182,75,39,1,19,226,29,1,166,9,.223,744,.261,.355,.616,8,11,.579,9,2951,3.36,198.1,10,13,0,0,0,0,74,0.98,785,595,31,2,1,2041,.690,9,0,2,0,264,0.95,.435,14.88,0,7.79,10.26,1.32,7.53,3.40,0.86,0,0,0,3,0,14,9,2,25,.920,0.74,1.05,198.1,31,0,0,2,,,,,,,
664761,Alec Bohm,146,9,162,145,77,23,3,12,106,31,1,161,4,.285,564,.322,.401,.723,3,2,.400,18,2225,,,,,,,,,,,,,,,,,,,,,,226,1.12,,,,,,,,,,,,0,0,10,0,0,0,0,.000,0.00,-.--,0.0,9,0,0,0,,,609,70,220,.327,47.00
571479,Andrew Bellatti,58,1,27,51,24,14,0,5,76,24,1,46,1,.234,197,.316,.381,.697,2,3,.600,0,944,3.21,53.1,4,4,2,3,9,1,19,1.31,225,160,58,0,0,579,.610,1,0,1,2,75,0.53,.500,17.70,15,3.17,12.83,4.05,7.76,4.05,0.84,32,9,0,0,3,3,1,0,4,1.000,0.07,0.68,53.1,58,0,0,0,,,0,0,0,.---,-.--
663559,Bailey Falter,19,15,64,101,39,17,2,16,74,17,0,83,6,.260,319,.307,.476,.783,4,3,.429,6,1284,3.90,83.0,6,4,0,0,0,0,36,1.20,345,249,19,0,0,873,.680,6,0,2,2,152,0.63,.600,15.47,3,4.35,8.02,1.84,9.00,4.23,1.73,0,0,0,0,3,4,4,0,8,1.000,0.42,0.87,83.0,19,0,0,0,,,,,,,
669016,Brandon Marsh,36,2,26,22,13,6,2,2,35,3,0,33,0,.284,116,.303,.422,.725,2,2,.500,2,456,,,,,,,,,,,,,,,,,,,,,,49,1.18,,,,,,,,,,,,0,0,0,0,4,0,4,1.000,2.00,2.12,17.0,2,0,0,0,,,119,13,49,.392,58.00
547180,Bryce Harper,94,85,94,77,62,28,1,18,84,44,8,103,3,.293,351,.370,.533,.903,4,10,.714,12,1530,,,,,,,,,,,,,,,,,,,,,,187,1.22,,,,,,,,,,,,0,0,7,0,0,0,0,.000,0.00,-.--,0.0,85,0,0,0,,,405,64,137,.332,19.50
681082,Bryson Stott,77,70,111,122,55,16,2,9,85,35,0,93,1,.227,409,.289,.342,.631,4,10,.714,3,1811,,,,,,,,,,,,,,,,,,,,,,140,0.91,,,,,,,,,,,,0,1,1,167,90,5,262,.981,3.34,3.75,616.1,77,32,0,4,,,447,44,199,.266,45.44
606965,Chris Devenski,1,0,0,3,0,0,0,0,0,0,0,0,0,.000,3,.000,.000,.000,0,0,.---,0,11,0.00,1.0,0,0,0,0,0,0,0,0.00,3,3,1,0,0,8,.730,0,0,0,0,0,0.00,.---,11.00,1,-.--,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,.000,0.00,0.00,1.0,1,0,0,0,,,,,,,
641401,Connor Brogdon,45,0,28,49,16,8,1,6,50,11,0,41,1,.247,166,.296,.416,.712,1,2,.667,0,689,3.40,42.1,2,2,2,4,6,2,16,1.23,180,127,45,0,0,458,.660,1,0,3,0,69,0.57,.500,16.28,11,4.55,10.63,2.34,8.72,3.40,1.28,24,8,0,1,1,1,2,0,3,1.000,0.07,0.64,42.1,45,0,0,0,,,,,,,
650911,Cristopher Sanchez,14,3,46,29,23,7,0,5,34,16,1,34,4,.238,143,.331,.392,.723,1,1,.500,1,615,5.59,37.0,2,2,0,0,2,0,23,1.35,163,111,14,0,0,388,.630,4,0,0,0,56,1.59,.500,16.62,2,2.13,8.27,3.89,8.27,5.59,1.22,11,6,0,0,0,6,2,0,8,1.000,0.57,1.95,37.0,14,0,0,0,,,,,,,
656495,Dalton Guthrie,10,4,2,2,2,0,0,1,5,5,0,7,0,.438,16,.571,.625,1.196,0,1,1.000,0,83,,,,,,,,,,,,,,,,,,,,,,10,1.00,,,,,,,,,,,,0,0,0,0,12,0,12,1.000,1.20,2.08,52.0,10,0,0,0,,,21,5,3,.600,16.00
669742,Darick Hall,1,0,0,1,0,0,0,0,0,0,0,1,0,.500,2,.500,.500,1.000,0,0,.---,0,6,0.00,0.1,0,0,0,0,0,0,0,3.00,2,1,1,0,0,4,.670,0,0,0,0,1,0.00,.---,18.00,1,-.--,0.00,0.00,27.00,0.00,0.00,2,1,0,0,0,0,0,0,0,.000,0.00,-.--,0.0,30,0,0,0,,,135,16,52,.313,14.33
502085,David Robertson,21,0,15,20,8,5,0,2,30,15,1,16,0,.198,81,.323,.333,.656,1,0,.000,3,398,2.82,22.1,1,3,6,9,3,3,7,1.39,96,67,21,0,0,245,.620,0,0,2,0,27,0.75,.250,17.82,11,2.00,12.09,6.04,6.45,3.22,0.81,0,0,0,0,0,2,3,0,5,1.000,0.24,2.05,22.1,21,0,0,0,,,1,0,1,.---,-.--
596117,Garrett Stubbs,47,0,26,21,19,4,1,5,25,12,0,27,0,.276,98,.355,.490,.845,0,2,1.000,2,447,17.18,3.2,0,0,0,0,0,0,7,2.18,18,11,4,0,0,37,.620,0,0,0,0,48,1.24,.---,16.36,4,1.00,2.45,2.45,17.18,17.18,7.36,0,0,0,1,0,0,0,0,0,.000,0.00,-.--,0.0,4,0,0,0,3,4.17,111,16,34,.324,19.60
592663,J.T. Realmuto,2,1,125,122,73,25,5,21,115,41,1,134,11,.273,491,.339,.473,.812,29,38,.567,6,2136,,,,,,,,,,,,,,,,,,,,34,1,232,1.02,,,,,,,,,,,,0,0,5,0,0,0,0,.000,0.00,-.--,0.0,2,0,0,0,2,3.86,548,83,205,.314,23.38
516416,Jean Segura,93,0,112,77,41,9,0,10,56,24,1,94,7,.278,338,.338,.393,.731,6,13,.684,16,1327,,,,,,,,,,,,,,,,,,,,,,133,1.45,,,,,,,,,,,,0,0,1,1,0,0,1,1.000,1.00,9.00,1.0,1,0,0,0,,,370,32,142,.308,33.80
621237,Jose Alvarado,58,0,0,0,0,0,0,0,1,0,0,0,0,.000,1,.000,.000,.000,0,0,.---,0,5,3.26,49.2,4,2,2,4,21,2,18,1.25,210,149,58,0,0,533,.620,1,0,5,1,0,-.--,.667,17.36,8,3.25,14.13,4.35,6.89,3.81,0.36,23,7,0,0,0,6,2,0,8,1.000,0.14,1.47,49.2,58,1,0,0,,,1,0,1,.---,-.--
502043,Kyle Gibson,30,30,175,155,91,32,2,22,137,46,0,168,9,.267,630,.324,.429,.753,3,3,.500,16,2643,4.84,161.2,10,7,0,0,0,0,87,1.32,690,485,30,0,0,1688,.640,9,0,4,2,270,1.13,.588,16.35,0,2.98,7.63,2.56,9.35,5.07,1.22,0,0,0,1,4,16,12,1,29,.966,0.93,1.57,161.2,30,1,0,1,,,,,,,
